referrer,views_total,views_unique
Google,85,26
psc.edu,29,15
github.com,18,7
meatwiki.nii.ac.jp,15,3
Baidu,3,2
com.google.android.gm,2,1
cve.mitre.org,2,1
DuckDuckGo,2,1
nvd.nist.gov,1,1
metager.de,1,1
