referrer,views_total,views_unique
Google,50,29
github.com,37,21
psc.edu,13,9
yandex.ru,6,1
teams.public.onecdn.static.microsoft,5,3
com.linkedin.android,5,1
news.ycombinator.com,4,4
DuckDuckGo,4,3
search.brave.com,2,1
allanjude.com,1,1
