referrer,views_total,views_unique
Google,142,42
psc.edu,37,19
github.com,15,7
meatwiki.nii.ac.jp,15,2
DuckDuckGo,6,2
cve.mitre.org,3,2
nvd.nist.gov,3,2
cve.org,2,2
Bing,2,1
yandex.ru,2,1
