time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-21 00:00:00+00:00,78,29,12,10
2026-07-22 00:00:00+00:00,78,29,12,10
2026-07-23 00:00:00+00:00,74,26,17,6
2026-07-24 00:00:00+00:00,89,31,23,10
2026-07-25 00:00:00+00:00,72,28,10,9
2026-07-26 00:00:00+00:00,71,25,11,10
2026-07-27 00:00:00+00:00,83,32,8,4
2026-07-28 00:00:00+00:00,83,35,17,10
2026-07-29 00:00:00+00:00,79,25,31,13
2026-07-30 00:00:00+00:00,82,28,7,6
2026-07-31 00:00:00+00:00,72,28,13,11
2026-08-01 00:00:00+00:00,145,34,10,9
2026-08-02 00:00:00+00:00,128,29,9,8
2026-08-03 00:00:00+00:00,74,29,30,28
