referrer,views_total,views_unique
psc.edu,47,26
Google,44,25
github.com,15,5
DuckDuckGo,5,2
Bing,2,2
gateway.zscalertwo.net,1,1
forums.gentoo.org,1,1
news.ycombinator.com,1,1
nvd.nist.gov,1,1
