time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,15,12,3,3
2025-02-06 00:00:00+00:00,18,11,14,9
2025-02-07 00:00:00+00:00,10,8,20,12
2025-02-08 00:00:00+00:00,8,7,5,4
2025-02-09 00:00:00+00:00,7,7,2,2
2025-02-10 00:00:00+00:00,6,6,9,8
2025-02-11 00:00:00+00:00,8,7,10,7
2025-02-12 00:00:00+00:00,5,5,13,10
2025-02-13 00:00:00+00:00,11,11,36,12
2025-02-14 00:00:00+00:00,8,7,22,11
2025-02-15 00:00:00+00:00,11,9,5,5
2025-02-16 00:00:00+00:00,9,8,13,5
2025-02-17 00:00:00+00:00,14,11,16,10
2025-02-18 00:00:00+00:00,270,19,112,19
2025-02-19 00:00:00+00:00,234,2,10,3
