time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,7,6,18,8
2024-05-07 00:00:00+00:00,8,8,19,12
2024-05-08 00:00:00+00:00,13,9,41,13
2024-05-09 00:00:00+00:00,24,10,30,10
2024-05-10 00:00:00+00:00,19,13,39,16
2024-05-11 00:00:00+00:00,15,11,8,5
2024-05-12 00:00:00+00:00,4,4,29,8
2024-05-13 00:00:00+00:00,19,12,28,14
2024-05-14 00:00:00+00:00,8,7,74,15
2024-05-15 00:00:00+00:00,17,11,32,21
2024-05-16 00:00:00+00:00,8,8,37,21
2024-05-17 00:00:00+00:00,8,5,24,16
2024-05-18 00:00:00+00:00,6,6,4,3
2024-05-19 00:00:00+00:00,5,5,4,4
