referrer,views_total,views_unique
Google,48,21
psc.edu,19,15
github.com,16,6
DuckDuckGo,14,2
Bing,2,2
lwn.net,2,2
statics.teams.cdn.office.net,2,1
ti.qianxin.com,2,1
news.ycombinator.com,1,1
nvd.nist.gov,1,1
