referrer,views_total,views_unique
psc.edu,83,35
Google,72,43
github.com,24,11
packetpushers.net,14,13
news.ycombinator.com,10,8
DuckDuckGo,7,5
Bing,5,3
lists.mindrot.org,5,2
search.brave.com,4,2
lwn.net,2,2
