referrer,views_total,views_unique
psc.edu,179,37
Google,70,20
meatwiki.nii.ac.jp,22,4
github.com,14,4
DuckDuckGo,12,4
pcvogel.sarakura.net,2,1
Bing,2,1
com.google.android.gm,1,1
cve.org,1,1
nvd.nist.gov,1,1
