referrer,views_total,views_unique
Google,78,35
psc.edu,26,17
DuckDuckGo,3,3
packetpushers.net,3,2
chatgpt.com,3,1
Bing,2,2
github.com,2,2
kagi.com,2,1
ecosia.org,1,1
search.brave.com,1,1
