referrer,views_total,views_unique
Google,64,32
psc.edu,47,23
github.com,5,4
news.ycombinator.com,5,2
search.brave.com,3,1
nvd.nist.gov,1,1
perplexity.ai,1,1
Bing,1,1
cn.bing.com,1,1
