time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-05 00:00:00+00:00,17,5,40,14
2023-12-06 00:00:00+00:00,6,5,48,16
2023-12-07 00:00:00+00:00,7,5,52,12
2023-12-08 00:00:00+00:00,7,6,57,15
2023-12-09 00:00:00+00:00,3,3,54,12
2023-12-10 00:00:00+00:00,17,4,64,19
2023-12-11 00:00:00+00:00,9,7,82,18
2023-12-12 00:00:00+00:00,5,5,50,14
2023-12-13 00:00:00+00:00,2,2,18,12
2023-12-14 00:00:00+00:00,5,4,39,17
2023-12-15 00:00:00+00:00,4,3,32,17
2023-12-16 00:00:00+00:00,5,3,38,17
2023-12-17 00:00:00+00:00,14,4,5,4
2023-12-18 00:00:00+00:00,10,5,17,9
