referrer,views_total,views_unique
psc.edu,54,32
Google,52,25
meatwiki.nii.ac.jp,20,4
github.com,13,5
DuckDuckGo,3,2
cn.bing.com,3,1
search.brave.com,2,2
Baidu,2,1
mail.google.com,1,1
attackerkb.com,1,1
