time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-20 00:00:00+00:00,2,2,3,3
2024-01-21 00:00:00+00:00,4,4,7,4
2024-01-22 00:00:00+00:00,7,7,34,14
2024-01-23 00:00:00+00:00,9,5,19,10
2024-01-24 00:00:00+00:00,15,8,104,23
2024-01-25 00:00:00+00:00,29,5,17,9
2024-01-26 00:00:00+00:00,3,3,23,10
2024-01-27 00:00:00+00:00,1,1,9,6
2024-01-28 00:00:00+00:00,2,2,8,5
2024-01-29 00:00:00+00:00,15,4,33,9
2024-01-30 00:00:00+00:00,5,3,35,9
2024-01-31 00:00:00+00:00,5,4,38,12
2024-02-01 00:00:00+00:00,5,4,44,18
2024-02-02 00:00:00+00:00,242,7,60,17
