time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,3,2,10,9
2025-01-22 00:00:00+00:00,1,1,15,12
2025-01-23 00:00:00+00:00,3,2,6,4
2025-01-24 00:00:00+00:00,2,1,13,6
2025-01-25 00:00:00+00:00,3,2,3,3
2025-01-26 00:00:00+00:00,1,1,7,4
2025-01-27 00:00:00+00:00,1,1,15,10
2025-01-28 00:00:00+00:00,2,1,14,9
2025-01-29 00:00:00+00:00,3,1,21,10
2025-01-30 00:00:00+00:00,132,17,10,8
2025-01-31 00:00:00+00:00,47,12,8,6
2025-02-01 00:00:00+00:00,18,16,10,6
2025-02-02 00:00:00+00:00,12,8,17,7
2025-02-03 00:00:00+00:00,10,9,47,7
