time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-26 00:00:00+00:00,53,29,22,8
2026-04-27 00:00:00+00:00,225,39,51,8
2026-04-28 00:00:00+00:00,68,37,8,6
2026-04-29 00:00:00+00:00,83,30,14,7
2026-04-30 00:00:00+00:00,230,42,10,8
2026-05-01 00:00:00+00:00,781,79,25,12
2026-05-02 00:00:00+00:00,83,43,9,7
2026-05-03 00:00:00+00:00,137,51,9,7
2026-05-04 00:00:00+00:00,232,47,13,11
2026-05-05 00:00:00+00:00,89,38,12,8
2026-05-06 00:00:00+00:00,70,33,7,7
2026-05-07 00:00:00+00:00,139,53,16,8
2026-05-08 00:00:00+00:00,111,38,4,4
2026-05-09 00:00:00+00:00,123,58,3,3
