referrer,views_total,views_unique
Google,72,23
psc.edu,50,22
github.com,26,11
meatwiki.nii.ac.jp,11,1
statics.teams.cdn.office.net,6,4
news.ycombinator.com,4,3
Bing,4,2
DuckDuckGo,2,2
forum.proxmox.com,2,1
