referrer,views_total,views_unique
Google,64,28
psc.edu,39,24
DuckDuckGo,13,2
github.com,7,6
cn.bing.com,3,2
Bing,3,2
pcvogel.sarakura.net,2,1
nvd.nist.gov,1,1
avd.aliyun.com,1,1
com.google.android.gm,1,1
