time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-15 00:00:00+00:00,37,18,16,6
2026-02-16 00:00:00+00:00,46,35,15,6
2026-02-17 00:00:00+00:00,36,20,26,12
2026-02-18 00:00:00+00:00,121,23,28,13
2026-02-19 00:00:00+00:00,32,21,14,10
2026-02-20 00:00:00+00:00,12,12,14,7
2026-02-21 00:00:00+00:00,43,28,14,10
2026-02-22 00:00:00+00:00,27,19,5,5
2026-02-23 00:00:00+00:00,32,20,8,8
2026-02-24 00:00:00+00:00,24,15,10,9
2026-02-25 00:00:00+00:00,18,13,24,5
2026-02-26 00:00:00+00:00,11,11,19,11
2026-02-27 00:00:00+00:00,16,11,29,11
2026-02-28 00:00:00+00:00,23,13,8,6
