referrer,views_total,views_unique
Google,106,42
psc.edu,94,38
github.com,25,9
Bing,23,6
meatwiki.nii.ac.jp,18,3
nvd.nist.gov,7,4
search.brave.com,5,2
us.search.yahoo.com,5,1
cve.mitre.org,4,3
DuckDuckGo,4,3
