time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-02 00:00:00+00:00,237,27,37,9
2026-09-03 00:00:00+00:00,327,27,6,6
2026-09-04 00:00:00+00:00,83,21,8,8
2026-09-05 00:00:00+00:00,75,27,12,11
2026-09-06 00:00:00+00:00,67,23,7,4
2026-09-07 00:00:00+00:00,78,29,34,19
2026-09-08 00:00:00+00:00,357,35,35,18
2026-09-09 00:00:00+00:00,520,36,31,21
2026-09-10 00:00:00+00:00,75,32,28,10
2026-09-11 00:00:00+00:00,250,27,10,6
2026-09-12 00:00:00+00:00,88,36,10,6
2026-09-13 00:00:00+00:00,65,25,8,4
2026-09-14 00:00:00+00:00,306,44,45,22
2026-09-15 00:00:00+00:00,377,39,30,18
