referrer,views_total,views_unique
psc.edu,91,34
Google,77,28
meatwiki.nii.ac.jp,15,4
github.com,5,5
DuckDuckGo,2,1
nvd.nist.gov,1,1
cve.org,1,1
search.brave.com,1,1
