referrer,views_total,views_unique
Google,34,20
psc.edu,9,5
github.com,6,5
codeops.digiscrypt.com,3,2
nvd.nist.gov,2,2
forum.proxmox.com,2,1
forums.somethingawful.com,2,1
Baidu,1,1
Bing,1,1
DuckDuckGo,1,1
