referrer,views_total,views_unique
cve.mitre.org,97,78
nvd.nist.gov,56,39
Google,56,33
psc.edu,55,26
cve.org,43,41
github.com,33,17
avd.aliyun.com,15,14
meatwiki.nii.ac.jp,15,3
cvedetails.com,14,12
ecosia.org,14,2
