time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-18 00:00:00+00:00,12,6,16,14
2025-04-19 00:00:00+00:00,7,6,7,3
2025-04-20 00:00:00+00:00,7,5,8,5
2025-04-21 00:00:00+00:00,9,7,40,6
2025-04-22 00:00:00+00:00,11,8,34,17
2025-04-23 00:00:00+00:00,14,13,41,19
2025-04-24 00:00:00+00:00,17,14,23,11
2025-04-25 00:00:00+00:00,19,16,27,10
2025-04-26 00:00:00+00:00,13,9,31,15
2025-04-27 00:00:00+00:00,8,8,22,15
2025-04-28 00:00:00+00:00,10,9,42,14
2025-04-29 00:00:00+00:00,10,10,20,18
2025-04-30 00:00:00+00:00,15,12,66,50
2025-05-01 00:00:00+00:00,5,5,32,28
