referrer,views_total,views_unique
Google,63,35
psc.edu,23,14
github.com,17,4
search.brave.com,8,2
DuckDuckGo,5,4
chatgpt.com,4,2
Bing,2,2
jira.dug.com,2,1
kagi.com,2,1
yandex.ru,2,1
