referrer,views_total,views_unique
Google,116,40
psc.edu,50,22
meatwiki.nii.ac.jp,20,1
github.com,15,7
DuckDuckGo,6,2
cve.mitre.org,4,3
nvd.nist.gov,4,3
perplexity.ai,3,1
cve.org,2,2
Bing,2,1
