referrer,views_total,views_unique
Google,107,39
psc.edu,60,33
github.com,27,12
meatwiki.nii.ac.jp,17,3
Bing,10,4
cve.mitre.org,7,4
nvd.nist.gov,5,4
DuckDuckGo,5,3
us.search.yahoo.com,5,1
search.brave.com,3,1
