referrer,views_total,views_unique
psc.edu,57,18
Google,49,24
github.com,21,9
meatwiki.nii.ac.jp,14,3
news.ycombinator.com,8,5
search.brave.com,3,1
DuckDuckGo,2,2
Bing,2,2
nvd.nist.gov,1,1
