referrer,views_total,views_unique
Google,95,39
psc.edu,94,37
Bing,23,6
meatwiki.nii.ac.jp,18,3
github.com,12,6
cve.mitre.org,5,4
nvd.nist.gov,5,3
search.brave.com,5,2
us.search.yahoo.com,5,1
DuckDuckGo,4,3
