time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-28 00:00:00+00:00,3.0,2.0,9,3
2024-12-29 00:00:00+00:00,1.0,1.0,21,8
2024-12-30 00:00:00+00:00,2.0,1.0,40,7
2024-12-31 00:00:00+00:00,,,10,7
2025-01-01 00:00:00+00:00,3.0,2.0,7,5
2025-01-02 00:00:00+00:00,1.0,1.0,24,11
2025-01-03 00:00:00+00:00,2.0,1.0,25,8
2025-01-04 00:00:00+00:00,1.0,1.0,7,5
2025-01-05 00:00:00+00:00,,,9,5
2025-01-06 00:00:00+00:00,5.0,3.0,22,14
2025-01-07 00:00:00+00:00,3.0,1.0,18,14
2025-01-08 00:00:00+00:00,2.0,2.0,8,7
2025-01-09 00:00:00+00:00,2.0,1.0,13,8
2025-01-10 00:00:00+00:00,6.0,1.0,23,12
