referrer,views_total,views_unique
Google,35,26
psc.edu,33,20
jiraeai.ms.com,10,3
DuckDuckGo,3,3
github.com,3,3
news.ycombinator.com,2,2
statics.teams.cdn.office.net,2,1
gateway.zscalertwo.net,2,1
Bing,2,1
ya.ru,1,1
