referrer,views_total,views_unique
Google,54,31
psc.edu,48,23
github.com,20,8
meatwiki.nii.ac.jp,8,1
oss-fuzz.com,4,1
news.ycombinator.com,3,3
Baidu,1,1
DuckDuckGo,1,1
