referrer,views_total,views_unique
Google,48,23
psc.edu,24,15
github.com,14,8
DuckDuckGo,12,1
news.ycombinator.com,3,2
lwn.net,2,2
Bing,1,1
nvd.nist.gov,1,1
openwebui.mircybernetics.lan,1,1
search.brave.com,1,1
