referrer,views_total,views_unique
Google,106,50
github.com,78,8
psc.edu,58,32
meatwiki.nii.ac.jp,23,2
Bing,14,4
forum.proxmox.com,7,6
search.brave.com,2,2
cn.bing.com,2,2
confluence.cloudferro.com,1,1
nvd.nist.gov,1,1
