referrer,views_total,views_unique
Google,61,35
psc.edu,53,29
github.com,15,9
colab.research.google.com,6,1
DuckDuckGo,5,5
Bing,5,2
search.brave.com,5,1
statics.teams.cdn.office.net,4,4
news.ycombinator.com,3,1
taisc.webfarm.ms.com,2,1
