referrer,views_total,views_unique
psc.edu,54,26
Google,45,34
news.ycombinator.com,35,6
github.com,20,12
search.brave.com,4,2
ecosia.org,3,1
nvd.nist.gov,2,1
Bing,1,1
forum.proxmox.com,1,1
statics.teams.cdn.office.net,1,1
