time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-27 00:00:00+00:00,5,5,5,2
2024-04-28 00:00:00+00:00,8,8,16,7
2024-04-29 00:00:00+00:00,11,9,13,9
2024-04-30 00:00:00+00:00,121,11,35,7
2024-05-01 00:00:00+00:00,42,10,26,10
2024-05-02 00:00:00+00:00,13,9,21,8
2024-05-03 00:00:00+00:00,11,7,31,3
2024-05-04 00:00:00+00:00,6,6,6,6
2024-05-05 00:00:00+00:00,8,8,32,7
2024-05-06 00:00:00+00:00,7,6,18,8
2024-05-07 00:00:00+00:00,8,8,19,12
2024-05-08 00:00:00+00:00,13,9,41,13
2024-05-09 00:00:00+00:00,24,10,30,10
2024-05-10 00:00:00+00:00,13,10,37,16
