referrer,views_total,views_unique
Google,108,41
psc.edu,90,35
github.com,24,8
Bing,23,6
meatwiki.nii.ac.jp,17,3
nvd.nist.gov,7,4
search.brave.com,5,2
us.search.yahoo.com,5,1
cve.mitre.org,4,3
DuckDuckGo,4,3
