time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,11,10,7,7
2025-05-18 00:00:00+00:00,13,13,10,4
2025-05-19 00:00:00+00:00,10,10,7,3
2025-05-20 00:00:00+00:00,12,12,21,14
2025-05-21 00:00:00+00:00,18,13,41,13
2025-05-22 00:00:00+00:00,21,9,37,13
2025-05-23 00:00:00+00:00,15,7,11,6
2025-05-24 00:00:00+00:00,17,10,20,5
2025-05-25 00:00:00+00:00,17,8,4,4
2025-05-26 00:00:00+00:00,18,10,14,13
2025-05-27 00:00:00+00:00,18,9,16,9
2025-05-28 00:00:00+00:00,16,9,29,13
2025-05-29 00:00:00+00:00,22,10,18,9
2025-05-30 00:00:00+00:00,10,9,18,11
