referrer,views_total,views_unique
Google,93,41
psc.edu,91,32
github.com,21,9
meatwiki.nii.ac.jp,17,2
Bing,15,4
us.search.yahoo.com,5,1
nvd.nist.gov,4,2
security.snyk.io,3,1
search.brave.com,3,1
DuckDuckGo,2,2
