time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-06 00:00:00+00:00,14.0,8.0,26,14
2025-08-07 00:00:00+00:00,18.0,11.0,15,7
2025-08-08 00:00:00+00:00,17.0,11.0,37,13
2025-08-09 00:00:00+00:00,14.0,8.0,13,4
2025-08-10 00:00:00+00:00,15.0,9.0,13,5
2025-08-11 00:00:00+00:00,17.0,11.0,9,4
2025-08-12 00:00:00+00:00,284.0,24.0,11,9
2025-08-13 00:00:00+00:00,396.0,28.0,24,17
2025-08-14 00:00:00+00:00,3.0,3.0,6,5
2025-08-15 00:00:00+00:00,,,13,7
2025-08-16 00:00:00+00:00,,,1,1
2025-08-17 00:00:00+00:00,,,12,5
2025-08-18 00:00:00+00:00,,,7,6
2025-08-19 00:00:00+00:00,,,30,6
