time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,16,10,6,4
2025-07-05 00:00:00+00:00,15,9,9,7
2025-07-06 00:00:00+00:00,20,14,8,2
2025-07-07 00:00:00+00:00,16,10,16,6
2025-07-08 00:00:00+00:00,20,12,18,10
2025-07-09 00:00:00+00:00,18,12,8,6
2025-07-10 00:00:00+00:00,19,10,6,6
2025-07-11 00:00:00+00:00,27,16,10,8
2025-07-12 00:00:00+00:00,20,13,2,2
2025-07-13 00:00:00+00:00,19,12,5,2
2025-07-14 00:00:00+00:00,25,11,14,10
2025-07-15 00:00:00+00:00,20,12,11,10
2025-07-16 00:00:00+00:00,18,11,12,6
2025-07-17 00:00:00+00:00,21,9,14,6
