referrer,views_total,views_unique
Google,52,31
psc.edu,28,23
github.com,12,3
news.ycombinator.com,8,2
qwant.com,5,2
DuckDuckGo,4,3
search.brave.com,3,1
nvd.nist.gov,2,2
forum.proxmox.com,1,1
StartPage,1,1
