referrer,views_total,views_unique
psc.edu,74,27
Google,57,32
github.com,26,14
packetpushers.net,5,5
DuckDuckGo,5,3
lists.mindrot.org,5,2
Bing,4,3
lwn.net,3,3
nvd.nist.gov,2,2
forum.proxmox.com,1,1
