time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-02 00:00:00+00:00,12,10,30,21
2025-05-03 00:00:00+00:00,10,9,17,13
2025-05-04 00:00:00+00:00,10,7,10,9
2025-05-05 00:00:00+00:00,8,8,9,4
2025-05-06 00:00:00+00:00,7,7,10,7
2025-05-07 00:00:00+00:00,11,11,32,13
2025-05-08 00:00:00+00:00,8,8,23,12
2025-05-09 00:00:00+00:00,11,9,12,8
2025-05-10 00:00:00+00:00,9,9,6,2
2025-05-11 00:00:00+00:00,11,8,13,5
2025-05-12 00:00:00+00:00,11,9,13,7
2025-05-13 00:00:00+00:00,19,16,38,15
2025-05-14 00:00:00+00:00,9,9,13,10
2025-05-15 00:00:00+00:00,8,8,9,8
