referrer,views_total,views_unique
Google,81,37
psc.edu,66,30
Bing,27,1
meatwiki.nii.ac.jp,17,2
github.com,12,6
nvd.nist.gov,3,2
news.ycombinator.com,3,2
perplexity.ai,3,1
cve.mitre.org,2,2
search.brave.com,1,1
